province,crop_name,year,month,sold_quantity,average_price,predicted_quantity,model_name
Phú Thọ,Nho,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Phú Thọ,Nho,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Nho,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Nho,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Nho,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Nho,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Nho,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Phú Thọ,Nho,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Nho,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Nho,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Nho,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Rau Cải,2025,7,0.0,0.0,-25.77,GradientBoostingRegressor
Phú Thọ,Rau Cải,2025,8,0.0,0.0,-25.77,GradientBoostingRegressor
Phú Thọ,Rau Cải,2025,9,0.0,0.0,-90.35,GradientBoostingRegressor
Phú Thọ,Rau Cải,2025,10,0.0,0.0,-84.28,GradientBoostingRegressor
Phú Thọ,Rau Cải,2025,11,0.0,0.0,-84.28,GradientBoostingRegressor
Phú Thọ,Rau Cải,2025,12,0.0,0.0,-84.28,GradientBoostingRegressor
Phú Thọ,Rau Cải,2026,1,0.0,0.0,-65.74,GradientBoostingRegressor
Phú Thọ,Rau Cải,2026,2,0.0,0.0,-65.74,GradientBoostingRegressor
Phú Thọ,Rau Cải,2026,3,0.0,0.0,18.64,GradientBoostingRegressor
Phú Thọ,Rau Cải,2026,4,0.0,0.0,17.61,GradientBoostingRegressor
Phú Thọ,Rau Cải,2026,5,0.0,0.0,17.61,GradientBoostingRegressor
Phú Thọ,Rau Cải,2026,6,0.0,0.0,17.61,GradientBoostingRegressor
Phú Thọ,Rau Cải,2026,7,0.0,0.0,-25.77,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Sầu Riêng,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Thanh Long,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Thanh Long,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Thanh Long,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Phú Thọ,Thanh Long,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Thanh Long,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Thanh Long,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Thanh Long,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Thanh Long,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Thanh Long,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Phú Thọ,Thanh Long,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Thanh Long,2026,5,1228.54,11637.01,14696.76,GradientBoostingRegressor
Phú Thọ,Thanh Long,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Thanh Long,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Xoài,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Xoài,2025,8,894.9200000000001,29776.331465382376,9264.16,GradientBoostingRegressor
Phú Thọ,Xoài,2025,9,0.0,20223.24,2527.83,GradientBoostingRegressor
Phú Thọ,Xoài,2025,10,1031.63,21290.34976115468,10896.05,GradientBoostingRegressor
Phú Thọ,Xoài,2025,11,600.06,24561.23,7053.29,GradientBoostingRegressor
Phú Thọ,Xoài,2025,12,360.51,21900.959999999995,4751.46,GradientBoostingRegressor
Phú Thọ,Xoài,2026,1,606.74,22967.384717012228,8703.1,GradientBoostingRegressor
Phú Thọ,Xoài,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Xoài,2026,3,358.85,17156.78,5771.06,GradientBoostingRegressor
Phú Thọ,Xoài,2026,4,1922.36,20667.852114224184,19288.46,GradientBoostingRegressor
Phú Thọ,Xoài,2026,5,974.27,23939.900214211662,8874.49,GradientBoostingRegressor
Phú Thọ,Xoài,2026,6,1241.38,18101.38,14548.3,GradientBoostingRegressor
Phú Thọ,Xoài,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Ổi,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Ổi,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Phú Thọ,Ổi,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Phú Thọ,Ổi,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Ổi,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Ổi,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Phú Thọ,Ổi,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Ổi,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Phú Thọ,Ổi,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Phú Thọ,Ổi,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Ổi,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Ổi,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Phú Thọ,Ổi,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2025,7,0.0,0.0,-12.39,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2025,8,0.0,0.0,-12.39,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2025,9,0.0,0.0,-76.98,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2025,10,0.0,0.0,-70.9,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2025,11,0.0,0.0,-70.9,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2025,12,0.0,0.0,-70.9,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2026,1,1640.27,30071.61,6242.0,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2026,2,0.0,0.0,-52.36,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2026,3,0.0,0.0,32.02,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2026,4,0.0,0.0,30.99,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2026,5,0.0,0.0,30.99,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2026,6,0.0,0.0,30.99,GradientBoostingRegressor
Quảng Ngãi,Bưởi,2026,7,0.0,0.0,-12.39,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Chôm Chôm,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Dứa,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Dứa,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Dứa,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ngãi,Dứa,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Dứa,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Dứa,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Dứa,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Dứa,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Dứa,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ngãi,Dứa,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Dứa,2026,5,366.34,7370.160000000001,5151.76,GradientBoostingRegressor
Quảng Ngãi,Dứa,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Dứa,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Mít,2025,7,0.0,0.0,50.63,GradientBoostingRegressor
Quảng Ngãi,Mít,2025,8,0.0,0.0,50.63,GradientBoostingRegressor
Quảng Ngãi,Mít,2025,9,0.0,0.0,-13.96,GradientBoostingRegressor
Quảng Ngãi,Mít,2025,10,0.0,0.0,-7.89,GradientBoostingRegressor
Quảng Ngãi,Mít,2025,11,0.0,0.0,-7.89,GradientBoostingRegressor
Quảng Ngãi,Mít,2025,12,0.0,0.0,-7.89,GradientBoostingRegressor
Quảng Ngãi,Mít,2026,1,0.0,0.0,9.63,GradientBoostingRegressor
Quảng Ngãi,Mít,2026,2,0.0,0.0,9.63,GradientBoostingRegressor
Quảng Ngãi,Mít,2026,3,162.49,14510.29,4699.76,GradientBoostingRegressor
Quảng Ngãi,Mít,2026,4,0.0,0.0,94.01,GradientBoostingRegressor
Quảng Ngãi,Mít,2026,5,0.0,0.0,94.01,GradientBoostingRegressor
Quảng Ngãi,Mít,2026,6,0.0,0.0,94.01,GradientBoostingRegressor
Quảng Ngãi,Mít,2026,7,0.0,0.0,50.63,GradientBoostingRegressor
Quảng Ngãi,Nho,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Nho,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Nho,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ngãi,Nho,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Nho,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Nho,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Nho,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Nho,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Nho,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ngãi,Nho,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Nho,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Nho,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Nho,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2025,7,0.0,0.0,-25.77,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2025,8,0.0,0.0,-25.77,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2025,9,0.0,0.0,-90.35,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2025,10,0.0,0.0,-84.28,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2025,11,0.0,0.0,-84.28,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2025,12,0.0,0.0,-84.28,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2026,1,0.0,0.0,-65.74,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2026,2,0.0,0.0,-65.74,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2026,3,0.0,0.0,18.64,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2026,4,0.0,0.0,17.61,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2026,5,0.0,0.0,17.61,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2026,6,0.0,0.0,17.61,GradientBoostingRegressor
Quảng Ngãi,Rau Cải,2026,7,0.0,0.0,-25.77,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2026,1,143.64,58030.69000000001,3217.98,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Sầu Riêng,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Thanh Long,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Xoài,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Xoài,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Xoài,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ngãi,Xoài,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Xoài,2025,11,102.04,23425.36,2338.79,GradientBoostingRegressor
Quảng Ngãi,Xoài,2025,12,119.21,23425.36,2836.37,GradientBoostingRegressor
Quảng Ngãi,Xoài,2026,1,104.9,26084.65,3003.08,GradientBoostingRegressor
Quảng Ngãi,Xoài,2026,2,3707.36,18237.320138427345,26787.19,GradientBoostingRegressor
Quảng Ngãi,Xoài,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ngãi,Xoài,2026,4,0.0,23167.98,2827.23,GradientBoostingRegressor
Quảng Ngãi,Xoài,2026,5,675.24,23779.53498755998,8844.7,GradientBoostingRegressor
Quảng Ngãi,Xoài,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Xoài,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Ổi,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Ổi,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ngãi,Ổi,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ngãi,Ổi,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Ổi,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Ổi,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ngãi,Ổi,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Ổi,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ngãi,Ổi,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ngãi,Ổi,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Ổi,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Ổi,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ngãi,Ổi,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Bưởi,2025,7,0.0,0.0,-12.39,GradientBoostingRegressor
Quảng Ninh,Bưởi,2025,8,0.0,0.0,-12.39,GradientBoostingRegressor
Quảng Ninh,Bưởi,2025,9,0.0,0.0,-76.98,GradientBoostingRegressor
Quảng Ninh,Bưởi,2025,10,0.0,0.0,-70.9,GradientBoostingRegressor
Quảng Ninh,Bưởi,2025,11,0.0,0.0,-70.9,GradientBoostingRegressor
Quảng Ninh,Bưởi,2025,12,0.0,0.0,-70.9,GradientBoostingRegressor
Quảng Ninh,Bưởi,2026,1,0.0,0.0,-52.36,GradientBoostingRegressor
Quảng Ninh,Bưởi,2026,2,0.0,0.0,-52.36,GradientBoostingRegressor
Quảng Ninh,Bưởi,2026,3,0.0,0.0,32.02,GradientBoostingRegressor
Quảng Ninh,Bưởi,2026,4,0.0,0.0,30.99,GradientBoostingRegressor
Quảng Ninh,Bưởi,2026,5,0.0,0.0,30.99,GradientBoostingRegressor
Quảng Ninh,Bưởi,2026,6,0.0,0.0,30.99,GradientBoostingRegressor
Quảng Ninh,Bưởi,2026,7,0.0,0.0,-12.39,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Chôm Chôm,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Dứa,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Dứa,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Dứa,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ninh,Dứa,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Dứa,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Dứa,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Dứa,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Dứa,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Dứa,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ninh,Dứa,2026,4,269.99,9771.639999999998,5025.66,GradientBoostingRegressor
Quảng Ninh,Dứa,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Dứa,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Dứa,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Mít,2025,7,0.0,0.0,50.63,GradientBoostingRegressor
Quảng Ninh,Mít,2025,8,0.0,0.0,50.63,GradientBoostingRegressor
Quảng Ninh,Mít,2025,9,0.0,0.0,-13.96,GradientBoostingRegressor
Quảng Ninh,Mít,2025,10,119.69,14868.79,3363.64,GradientBoostingRegressor
Quảng Ninh,Mít,2025,11,0.0,0.0,-7.89,GradientBoostingRegressor
Quảng Ninh,Mít,2025,12,0.0,0.0,-7.89,GradientBoostingRegressor
Quảng Ninh,Mít,2026,1,0.0,0.0,9.63,GradientBoostingRegressor
Quảng Ninh,Mít,2026,2,0.0,0.0,9.63,GradientBoostingRegressor
Quảng Ninh,Mít,2026,3,0.0,0.0,94.01,GradientBoostingRegressor
Quảng Ninh,Mít,2026,4,0.0,0.0,94.01,GradientBoostingRegressor
Quảng Ninh,Mít,2026,5,0.0,0.0,94.01,GradientBoostingRegressor
Quảng Ninh,Mít,2026,6,0.0,0.0,94.01,GradientBoostingRegressor
Quảng Ninh,Mít,2026,7,0.0,0.0,50.63,GradientBoostingRegressor
Quảng Ninh,Nho,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Nho,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Nho,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ninh,Nho,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Nho,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Nho,2025,12,0.0,50036.18,1474.42,GradientBoostingRegressor
Quảng Ninh,Nho,2026,1,40.11,50036.18,2720.4,GradientBoostingRegressor
Quảng Ninh,Nho,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Nho,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ninh,Nho,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Nho,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Nho,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Nho,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2025,7,0.0,0.0,-25.77,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2025,8,0.0,0.0,-25.77,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2025,9,0.0,0.0,-90.35,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2025,10,0.0,0.0,-84.28,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2025,11,0.0,0.0,-84.28,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2025,12,0.0,0.0,-84.28,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2026,1,0.0,0.0,-65.74,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2026,2,0.0,0.0,-65.74,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2026,3,0.0,0.0,18.64,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2026,4,0.0,0.0,17.61,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2026,5,0.0,0.0,17.61,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2026,6,0.0,0.0,17.61,GradientBoostingRegressor
Quảng Ninh,Rau Cải,2026,7,0.0,0.0,-25.77,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Sầu Riêng,2026,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2025,7,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2025,8,0.0,0.0,30.21,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2025,9,0.0,0.0,-34.37,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2025,10,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2025,11,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2025,12,0.0,0.0,-28.3,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2026,1,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2026,2,0.0,0.0,-9.76,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2026,3,0.0,0.0,74.62,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2026,4,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2026,5,0.0,0.0,73.59,GradientBoostingRegressor
Quảng Ninh,Thanh Long,2026,6,0.0,0.0,73.59,GradientBoostingRegressor
