province,crop_name,year,month,harvest_quantity,sold_quantity,average_price
Ninh Bình,Mít,2026,1,0.0,0.0,0.0
Ninh Bình,Mít,2026,2,0.0,0.0,0.0
Ninh Bình,Mít,2026,3,0.0,0.0,0.0
Ninh Bình,Mít,2026,4,0.0,0.0,0.0
Ninh Bình,Mít,2026,5,0.0,0.0,0.0
Ninh Bình,Mít,2026,6,0.0,0.0,0.0
Ninh Bình,Mít,2026,7,0.0,0.0,0.0
Ninh Bình,Nho,2025,7,0.0,0.0,0.0
Ninh Bình,Nho,2025,8,0.0,0.0,0.0
Ninh Bình,Nho,2025,9,0.0,0.0,0.0
Ninh Bình,Nho,2025,10,0.0,0.0,0.0
Ninh Bình,Nho,2025,11,0.0,0.0,0.0
Ninh Bình,Nho,2025,12,0.0,0.0,0.0
Ninh Bình,Nho,2026,1,0.0,0.0,0.0
Ninh Bình,Nho,2026,2,2555.45,216.19,36264.9
Ninh Bình,Nho,2026,3,0.0,518.12,36264.9
Ninh Bình,Nho,2026,4,0.0,0.0,0.0
Ninh Bình,Nho,2026,5,0.0,0.0,0.0
Ninh Bình,Nho,2026,6,0.0,0.0,0.0
Ninh Bình,Nho,2026,7,0.0,0.0,0.0
Ninh Bình,Rau cải,2025,7,0.0,0.0,0.0
Ninh Bình,Rau cải,2025,8,0.0,0.0,0.0
Ninh Bình,Rau cải,2025,9,0.0,0.0,0.0
Ninh Bình,Rau cải,2025,10,0.0,0.0,0.0
Ninh Bình,Rau cải,2025,11,0.0,0.0,0.0
Ninh Bình,Rau cải,2025,12,0.0,0.0,0.0
Ninh Bình,Rau cải,2026,1,0.0,0.0,0.0
Ninh Bình,Rau cải,2026,2,0.0,0.0,0.0
Ninh Bình,Rau cải,2026,3,0.0,0.0,0.0
Ninh Bình,Rau cải,2026,4,0.0,0.0,0.0
Ninh Bình,Rau cải,2026,5,0.0,0.0,0.0
Ninh Bình,Rau cải,2026,6,0.0,0.0,0.0
Ninh Bình,Rau cải,2026,7,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2025,7,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2025,8,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2025,9,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2025,10,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2025,11,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2025,12,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2026,1,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2026,2,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2026,3,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2026,4,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2026,5,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2026,6,0.0,0.0,0.0
Ninh Bình,Sầu riêng,2026,7,0.0,0.0,0.0
Ninh Bình,Thanh long,2025,7,0.0,0.0,0.0
Ninh Bình,Thanh long,2025,8,0.0,0.0,0.0
Ninh Bình,Thanh long,2025,9,0.0,0.0,0.0
Ninh Bình,Thanh long,2025,10,0.0,0.0,0.0
Ninh Bình,Thanh long,2025,11,0.0,0.0,0.0
Ninh Bình,Thanh long,2025,12,0.0,0.0,0.0
Ninh Bình,Thanh long,2026,1,0.0,0.0,0.0
Ninh Bình,Thanh long,2026,2,0.0,0.0,0.0
Ninh Bình,Thanh long,2026,3,0.0,0.0,0.0
Ninh Bình,Thanh long,2026,4,0.0,0.0,0.0
Ninh Bình,Thanh long,2026,5,0.0,0.0,0.0
Ninh Bình,Thanh long,2026,6,0.0,0.0,0.0
Ninh Bình,Thanh long,2026,7,0.0,0.0,0.0
Ninh Bình,Xoài,2025,7,8984.91,445.65,29959.36
Ninh Bình,Xoài,2025,8,0.0,0.0,0.0
Ninh Bình,Xoài,2025,9,0.0,0.0,0.0
Ninh Bình,Xoài,2025,10,0.0,0.0,0.0
Ninh Bình,Xoài,2025,11,11576.130000000001,441.29,26681.792262231185
Ninh Bình,Xoài,2025,12,2585.95,412.57,28369.04527110551
Ninh Bình,Xoài,2026,1,0.0,79.13,20884.52
Ninh Bình,Xoài,2026,2,0.0,0.0,0.0
Ninh Bình,Xoài,2026,3,0.0,0.0,0.0
Ninh Bình,Xoài,2026,4,0.0,0.0,0.0
Ninh Bình,Xoài,2026,5,0.0,0.0,0.0
Ninh Bình,Xoài,2026,6,22466.23,3193.4,20292.13159469531
Ninh Bình,Xoài,2026,7,0.0,0.0,0.0
Ninh Bình,Ổi,2025,7,0.0,0.0,0.0
Ninh Bình,Ổi,2025,8,0.0,0.0,0.0
Ninh Bình,Ổi,2025,9,0.0,0.0,0.0
Ninh Bình,Ổi,2025,10,0.0,0.0,0.0
Ninh Bình,Ổi,2025,11,0.0,0.0,0.0
Ninh Bình,Ổi,2025,12,0.0,0.0,0.0
Ninh Bình,Ổi,2026,1,0.0,0.0,0.0
Ninh Bình,Ổi,2026,2,0.0,0.0,0.0
Ninh Bình,Ổi,2026,3,0.0,0.0,0.0
Ninh Bình,Ổi,2026,4,0.0,0.0,0.0
Ninh Bình,Ổi,2026,5,0.0,0.0,0.0
Ninh Bình,Ổi,2026,6,0.0,0.0,0.0
Ninh Bình,Ổi,2026,7,0.0,0.0,0.0
Phú Thọ,Bưởi,2025,7,14061.900000000001,1762.85,34084.70143052444
Phú Thọ,Bưởi,2025,8,23882.440000000002,4044.56,27893.526382622586
Phú Thọ,Bưởi,2025,9,12598.849999999999,2312.64,25452.168641120108
Phú Thọ,Bưởi,2025,10,26697.03,5980.68,24473.130766100177
Phú Thọ,Bưởi,2025,11,0.0,4366.18,26569.976275027602
Phú Thọ,Bưởi,2025,12,4116.65,284.65000000000003,30363.009999999995
Phú Thọ,Bưởi,2026,1,51823.8,8708.76,27013.587484613196
Phú Thọ,Bưởi,2026,2,8496.45,2709.81,27694.64592709452
Phú Thọ,Bưởi,2026,3,6200.5,1000.77,36131.51094427291
Phú Thọ,Bưởi,2026,4,6976.849999999999,1677.94,32889.27814665602
Phú Thọ,Bưởi,2026,5,13693.05,1715.89,31396.03257726311
Phú Thọ,Bưởi,2026,6,8125.77,1294.8600000000001,34215.523374805
Phú Thọ,Bưởi,2026,7,0.0,56.54,34589.26
Phú Thọ,Chôm chôm,2025,7,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2025,8,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2025,9,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2025,10,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2025,11,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2025,12,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2026,1,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2026,2,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2026,3,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2026,4,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2026,5,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2026,6,0.0,0.0,0.0
Phú Thọ,Chôm chôm,2026,7,0.0,0.0,0.0
Phú Thọ,Dứa,2025,7,0.0,0.0,0.0
Phú Thọ,Dứa,2025,8,0.0,0.0,0.0
Phú Thọ,Dứa,2025,9,0.0,0.0,0.0
Phú Thọ,Dứa,2025,10,10841.96,191.78,11531.954349775784
Phú Thọ,Dứa,2025,11,0.0,787.8900000000001,9634.553111982636
Phú Thọ,Dứa,2025,12,0.0,0.0,0.0
Phú Thọ,Dứa,2026,1,0.0,0.0,0.0
Phú Thọ,Dứa,2026,2,0.0,0.0,0.0
Phú Thọ,Dứa,2026,3,0.0,0.0,0.0
Phú Thọ,Dứa,2026,4,0.0,0.0,0.0
Phú Thọ,Dứa,2026,5,0.0,0.0,0.0
Phú Thọ,Dứa,2026,6,0.0,0.0,0.0
Phú Thọ,Dứa,2026,7,0.0,0.0,0.0
Phú Thọ,Mít,2025,7,0.0,0.0,0.0
Phú Thọ,Mít,2025,8,0.0,0.0,0.0
Phú Thọ,Mít,2025,9,0.0,0.0,0.0
Phú Thọ,Mít,2025,10,0.0,0.0,0.0
Phú Thọ,Mít,2025,11,0.0,0.0,0.0
Phú Thọ,Mít,2025,12,0.0,0.0,0.0
Phú Thọ,Mít,2026,1,0.0,0.0,0.0
Phú Thọ,Mít,2026,2,0.0,0.0,0.0
Phú Thọ,Mít,2026,3,0.0,0.0,0.0
Phú Thọ,Mít,2026,4,0.0,0.0,0.0
Phú Thọ,Mít,2026,5,0.0,0.0,0.0
Phú Thọ,Mít,2026,6,0.0,0.0,0.0
Phú Thọ,Mít,2026,7,0.0,0.0,0.0
Phú Thọ,Nho,2025,7,0.0,0.0,0.0
Phú Thọ,Nho,2025,8,0.0,0.0,0.0
Phú Thọ,Nho,2025,9,0.0,0.0,0.0
Phú Thọ,Nho,2025,10,0.0,0.0,0.0
Phú Thọ,Nho,2025,11,0.0,0.0,0.0
Phú Thọ,Nho,2025,12,0.0,0.0,0.0
Phú Thọ,Nho,2026,1,0.0,0.0,0.0
Phú Thọ,Nho,2026,2,0.0,0.0,0.0
Phú Thọ,Nho,2026,3,0.0,0.0,0.0
Phú Thọ,Nho,2026,4,0.0,0.0,0.0
Phú Thọ,Nho,2026,5,0.0,0.0,0.0
Phú Thọ,Nho,2026,6,0.0,0.0,0.0
Phú Thọ,Nho,2026,7,0.0,0.0,0.0
Phú Thọ,Rau cải,2025,7,0.0,0.0,0.0
Phú Thọ,Rau cải,2025,8,0.0,0.0,0.0
Phú Thọ,Rau cải,2025,9,0.0,0.0,0.0
Phú Thọ,Rau cải,2025,10,0.0,0.0,0.0
Phú Thọ,Rau cải,2025,11,0.0,0.0,0.0
Phú Thọ,Rau cải,2025,12,0.0,0.0,0.0
Phú Thọ,Rau cải,2026,1,0.0,0.0,0.0
Phú Thọ,Rau cải,2026,2,0.0,0.0,0.0
Phú Thọ,Rau cải,2026,3,0.0,0.0,0.0
Phú Thọ,Rau cải,2026,4,0.0,0.0,0.0
Phú Thọ,Rau cải,2026,5,0.0,0.0,0.0
Phú Thọ,Rau cải,2026,6,0.0,0.0,0.0
Phú Thọ,Rau cải,2026,7,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2025,7,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2025,8,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2025,9,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2025,10,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2025,11,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2025,12,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2026,1,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2026,2,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2026,3,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2026,4,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2026,5,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2026,6,0.0,0.0,0.0
Phú Thọ,Sầu riêng,2026,7,0.0,0.0,0.0
Phú Thọ,Thanh long,2025,7,0.0,0.0,0.0
Phú Thọ,Thanh long,2025,8,0.0,0.0,0.0
Phú Thọ,Thanh long,2025,9,0.0,0.0,0.0
Phú Thọ,Thanh long,2025,10,0.0,0.0,0.0
Phú Thọ,Thanh long,2025,11,0.0,0.0,0.0
Phú Thọ,Thanh long,2025,12,0.0,0.0,0.0
Phú Thọ,Thanh long,2026,1,0.0,0.0,0.0
Phú Thọ,Thanh long,2026,2,0.0,0.0,0.0
Phú Thọ,Thanh long,2026,3,0.0,0.0,0.0
Phú Thọ,Thanh long,2026,4,0.0,0.0,0.0
Phú Thọ,Thanh long,2026,5,14532.45,1228.54,11637.01
Phú Thọ,Thanh long,2026,6,0.0,0.0,0.0
Phú Thọ,Thanh long,2026,7,0.0,0.0,0.0
Phú Thọ,Xoài,2025,7,0.0,0.0,0.0
Phú Thọ,Xoài,2025,8,15258.05,894.9200000000001,29776.331465382376
Phú Thọ,Xoài,2025,9,2628.34,0.0,20223.24
Phú Thọ,Xoài,2025,10,3232.25,1031.6299999999999,21290.349761154677
Phú Thọ,Xoài,2025,11,1783.94,600.06,24561.23
Phú Thọ,Xoài,2025,12,1438.99,360.51,21900.959999999995
Phú Thọ,Xoài,2026,1,4265.23,606.74,22967.384717012228
Phú Thọ,Xoài,2026,2,0.0,0.0,0.0
Phú Thọ,Xoài,2026,3,4725.77,358.85,17156.78
Phú Thọ,Xoài,2026,4,36494.81,1922.3600000000001,20667.852114224184
Phú Thọ,Xoài,2026,5,7234.69,974.27,23939.900214211662
Phú Thọ,Xoài,2026,6,15141.76,1241.38,18101.38
Phú Thọ,Xoài,2026,7,0.0,0.0,0.0
Phú Thọ,Ổi,2025,7,0.0,0.0,0.0
Phú Thọ,Ổi,2025,8,0.0,0.0,0.0
Phú Thọ,Ổi,2025,9,0.0,0.0,0.0
Phú Thọ,Ổi,2025,10,0.0,0.0,0.0
Phú Thọ,Ổi,2025,11,0.0,0.0,0.0
Phú Thọ,Ổi,2025,12,0.0,0.0,0.0
Phú Thọ,Ổi,2026,1,0.0,0.0,0.0
Phú Thọ,Ổi,2026,2,0.0,0.0,0.0
Phú Thọ,Ổi,2026,3,0.0,0.0,0.0
Phú Thọ,Ổi,2026,4,0.0,0.0,0.0
Phú Thọ,Ổi,2026,5,0.0,0.0,0.0
Phú Thọ,Ổi,2026,6,0.0,0.0,0.0
Phú Thọ,Ổi,2026,7,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2025,7,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2025,8,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2025,9,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2025,10,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2025,11,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2025,12,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2026,1,5198.78,1640.27,30071.61
Quảng Ngãi,Bưởi,2026,2,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2026,3,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2026,4,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2026,5,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2026,6,0.0,0.0,0.0
Quảng Ngãi,Bưởi,2026,7,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2025,7,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2025,8,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2025,9,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2025,10,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2025,11,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2025,12,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2026,1,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2026,2,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2026,3,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2026,4,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2026,5,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2026,6,0.0,0.0,0.0
Quảng Ngãi,Chôm chôm,2026,7,0.0,0.0,0.0
Quảng Ngãi,Dứa,2025,7,0.0,0.0,0.0
Quảng Ngãi,Dứa,2025,8,0.0,0.0,0.0
Quảng Ngãi,Dứa,2025,9,0.0,0.0,0.0
Quảng Ngãi,Dứa,2025,10,0.0,0.0,0.0
Quảng Ngãi,Dứa,2025,11,0.0,0.0,0.0
Quảng Ngãi,Dứa,2025,12,0.0,0.0,0.0
Quảng Ngãi,Dứa,2026,1,0.0,0.0,0.0
Quảng Ngãi,Dứa,2026,2,0.0,0.0,0.0
Quảng Ngãi,Dứa,2026,3,0.0,0.0,0.0
Quảng Ngãi,Dứa,2026,4,0.0,0.0,0.0
Quảng Ngãi,Dứa,2026,5,2093.98,366.34,7370.160000000001
Quảng Ngãi,Dứa,2026,6,0.0,0.0,0.0
Quảng Ngãi,Dứa,2026,7,0.0,0.0,0.0
Quảng Ngãi,Mít,2025,7,0.0,0.0,0.0
Quảng Ngãi,Mít,2025,8,0.0,0.0,0.0
Quảng Ngãi,Mít,2025,9,0.0,0.0,0.0
Quảng Ngãi,Mít,2025,10,0.0,0.0,0.0
Quảng Ngãi,Mít,2025,11,0.0,0.0,0.0
Quảng Ngãi,Mít,2025,12,0.0,0.0,0.0
Quảng Ngãi,Mít,2026,1,0.0,0.0,0.0
Quảng Ngãi,Mít,2026,2,0.0,0.0,0.0
Quảng Ngãi,Mít,2026,3,6288.68,162.49,14510.29
Quảng Ngãi,Mít,2026,4,0.0,0.0,0.0
Quảng Ngãi,Mít,2026,5,0.0,0.0,0.0
Quảng Ngãi,Mít,2026,6,0.0,0.0,0.0
Quảng Ngãi,Mít,2026,7,0.0,0.0,0.0
Quảng Ngãi,Nho,2025,7,0.0,0.0,0.0
Quảng Ngãi,Nho,2025,8,0.0,0.0,0.0
Quảng Ngãi,Nho,2025,9,0.0,0.0,0.0
Quảng Ngãi,Nho,2025,10,0.0,0.0,0.0
Quảng Ngãi,Nho,2025,11,0.0,0.0,0.0
Quảng Ngãi,Nho,2025,12,0.0,0.0,0.0
Quảng Ngãi,Nho,2026,1,0.0,0.0,0.0
Quảng Ngãi,Nho,2026,2,0.0,0.0,0.0
Quảng Ngãi,Nho,2026,3,0.0,0.0,0.0
Quảng Ngãi,Nho,2026,4,0.0,0.0,0.0
Quảng Ngãi,Nho,2026,5,0.0,0.0,0.0
Quảng Ngãi,Nho,2026,6,0.0,0.0,0.0
Quảng Ngãi,Nho,2026,7,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2025,7,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2025,8,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2025,9,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2025,10,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2025,11,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2025,12,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2026,1,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2026,2,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2026,3,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2026,4,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2026,5,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2026,6,0.0,0.0,0.0
Quảng Ngãi,Rau cải,2026,7,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2025,7,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2025,8,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2025,9,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2025,10,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2025,11,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2025,12,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2026,1,1444.57,143.64,58030.69000000001
Quảng Ngãi,Sầu riêng,2026,2,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2026,3,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2026,4,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2026,5,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2026,6,0.0,0.0,0.0
Quảng Ngãi,Sầu riêng,2026,7,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2025,7,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2025,8,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2025,9,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2025,10,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2025,11,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2025,12,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2026,1,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2026,2,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2026,3,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2026,4,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2026,5,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2026,6,0.0,0.0,0.0
Quảng Ngãi,Thanh long,2026,7,0.0,0.0,0.0
Quảng Ngãi,Xoài,2025,7,0.0,0.0,0.0
Quảng Ngãi,Xoài,2025,8,0.0,0.0,0.0
Quảng Ngãi,Xoài,2025,9,0.0,0.0,0.0
Quảng Ngãi,Xoài,2025,10,0.0,0.0,0.0
Quảng Ngãi,Xoài,2025,11,5390.36,102.03999999999999,23425.36
Quảng Ngãi,Xoài,2025,12,0.0,119.21,23425.36
Quảng Ngãi,Xoài,2026,1,1278.11,104.9,26084.65
Quảng Ngãi,Xoài,2026,2,25371.309999999998,3707.36,18237.320138427345
Quảng Ngãi,Xoài,2026,3,0.0,0.0,0.0
Quảng Ngãi,Xoài,2026,4,6942.77,0.0,23167.98
Quảng Ngãi,Xoài,2026,5,4701.47,675.24,23779.53498755998
Quảng Ngãi,Xoài,2026,6,0.0,0.0,0.0
Quảng Ngãi,Xoài,2026,7,0.0,0.0,0.0
Quảng Ngãi,Ổi,2025,7,0.0,0.0,0.0
Quảng Ngãi,Ổi,2025,8,0.0,0.0,0.0
Quảng Ngãi,Ổi,2025,9,0.0,0.0,0.0
Quảng Ngãi,Ổi,2025,10,0.0,0.0,0.0
Quảng Ngãi,Ổi,2025,11,0.0,0.0,0.0
Quảng Ngãi,Ổi,2025,12,0.0,0.0,0.0
Quảng Ngãi,Ổi,2026,1,0.0,0.0,0.0
Quảng Ngãi,Ổi,2026,2,0.0,0.0,0.0
Quảng Ngãi,Ổi,2026,3,0.0,0.0,0.0
Quảng Ngãi,Ổi,2026,4,0.0,0.0,0.0
Quảng Ngãi,Ổi,2026,5,0.0,0.0,0.0
Quảng Ngãi,Ổi,2026,6,0.0,0.0,0.0
Quảng Ngãi,Ổi,2026,7,0.0,0.0,0.0
Quảng Ninh,Bưởi,2025,7,0.0,0.0,0.0
Quảng Ninh,Bưởi,2025,8,0.0,0.0,0.0
Quảng Ninh,Bưởi,2025,9,0.0,0.0,0.0
Quảng Ninh,Bưởi,2025,10,0.0,0.0,0.0
Quảng Ninh,Bưởi,2025,11,0.0,0.0,0.0
Quảng Ninh,Bưởi,2025,12,0.0,0.0,0.0
Quảng Ninh,Bưởi,2026,1,0.0,0.0,0.0
Quảng Ninh,Bưởi,2026,2,0.0,0.0,0.0
Quảng Ninh,Bưởi,2026,3,0.0,0.0,0.0
Quảng Ninh,Bưởi,2026,4,0.0,0.0,0.0
Quảng Ninh,Bưởi,2026,5,0.0,0.0,0.0
Quảng Ninh,Bưởi,2026,6,0.0,0.0,0.0
Quảng Ninh,Bưởi,2026,7,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2025,7,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2025,8,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2025,9,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2025,10,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2025,11,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2025,12,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2026,1,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2026,2,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2026,3,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2026,4,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2026,5,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2026,6,0.0,0.0,0.0
Quảng Ninh,Chôm chôm,2026,7,0.0,0.0,0.0
Quảng Ninh,Dứa,2025,7,0.0,0.0,0.0
Quảng Ninh,Dứa,2025,8,0.0,0.0,0.0
Quảng Ninh,Dứa,2025,9,0.0,0.0,0.0
Quảng Ninh,Dứa,2025,10,0.0,0.0,0.0
Quảng Ninh,Dứa,2025,11,0.0,0.0,0.0
Quảng Ninh,Dứa,2025,12,0.0,0.0,0.0
Quảng Ninh,Dứa,2026,1,0.0,0.0,0.0
Quảng Ninh,Dứa,2026,2,0.0,0.0,0.0
Quảng Ninh,Dứa,2026,3,0.0,0.0,0.0
Quảng Ninh,Dứa,2026,4,6585.85,269.99,9771.639999999998
Quảng Ninh,Dứa,2026,5,0.0,0.0,0.0
Quảng Ninh,Dứa,2026,6,0.0,0.0,0.0
Quảng Ninh,Dứa,2026,7,0.0,0.0,0.0
Quảng Ninh,Mít,2025,7,0.0,0.0,0.0
Quảng Ninh,Mít,2025,8,0.0,0.0,0.0
Quảng Ninh,Mít,2025,9,0.0,0.0,0.0
Quảng Ninh,Mít,2025,10,1277.29,119.69,14868.79
Quảng Ninh,Mít,2025,11,0.0,0.0,0.0
Quảng Ninh,Mít,2025,12,0.0,0.0,0.0
Quảng Ninh,Mít,2026,1,0.0,0.0,0.0
Quảng Ninh,Mít,2026,2,0.0,0.0,0.0
Quảng Ninh,Mít,2026,3,0.0,0.0,0.0
Quảng Ninh,Mít,2026,4,0.0,0.0,0.0
Quảng Ninh,Mít,2026,5,0.0,0.0,0.0
Quảng Ninh,Mít,2026,6,0.0,0.0,0.0
Quảng Ninh,Mít,2026,7,0.0,0.0,0.0
Quảng Ninh,Nho,2025,7,0.0,0.0,0.0
Quảng Ninh,Nho,2025,8,0.0,0.0,0.0
Quảng Ninh,Nho,2025,9,0.0,0.0,0.0
Quảng Ninh,Nho,2025,10,0.0,0.0,0.0
Quảng Ninh,Nho,2025,11,0.0,0.0,0.0
Quảng Ninh,Nho,2025,12,3506.48,0.0,50036.18
Quảng Ninh,Nho,2026,1,0.0,40.11,50036.18
Quảng Ninh,Nho,2026,2,0.0,0.0,0.0
Quảng Ninh,Nho,2026,3,0.0,0.0,0.0
Quảng Ninh,Nho,2026,4,0.0,0.0,0.0
Quảng Ninh,Nho,2026,5,0.0,0.0,0.0
Quảng Ninh,Nho,2026,6,0.0,0.0,0.0
Quảng Ninh,Nho,2026,7,0.0,0.0,0.0
Quảng Ninh,Rau cải,2025,7,0.0,0.0,0.0
Quảng Ninh,Rau cải,2025,8,0.0,0.0,0.0
Quảng Ninh,Rau cải,2025,9,0.0,0.0,0.0
Quảng Ninh,Rau cải,2025,10,0.0,0.0,0.0
Quảng Ninh,Rau cải,2025,11,0.0,0.0,0.0
Quảng Ninh,Rau cải,2025,12,0.0,0.0,0.0
Quảng Ninh,Rau cải,2026,1,0.0,0.0,0.0
Quảng Ninh,Rau cải,2026,2,0.0,0.0,0.0
Quảng Ninh,Rau cải,2026,3,0.0,0.0,0.0
Quảng Ninh,Rau cải,2026,4,0.0,0.0,0.0
Quảng Ninh,Rau cải,2026,5,0.0,0.0,0.0
Quảng Ninh,Rau cải,2026,6,0.0,0.0,0.0
Quảng Ninh,Rau cải,2026,7,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2025,7,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2025,8,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2025,9,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2025,10,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2025,11,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2025,12,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2026,1,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2026,2,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2026,3,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2026,4,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2026,5,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2026,6,0.0,0.0,0.0
Quảng Ninh,Sầu riêng,2026,7,0.0,0.0,0.0
